Age,Gender,Education Level,Job Title,Years of Experience,Salary
50,1,1,Senior Project Engineer,25,177862.0
26,0,2,Full Stack Engineer,4,91062.0
31,1,2,Senior Software Engineer,6,114290.0
35,0,1,Front end Developer,10,128999.0
44,1,3,Software Engineer Manager,18,162454.0
32,0,2,Senior Project Engineer,8,122354.0
54,0,1,Full Stack Engineer,25,179756.0
26,1,2,Front end Developer,3,73218.0
23,0,3,Software Engineer Manager,0,52612.0
48,1,2,Senior Software Engineer,23,185038.0
38,0,1,Back end Developer,12,132442.0
30,1,2,Full Stack Engineer,5,102828.0
40,0,2,Software Engineer Manager,16,150301.0
45,1,1,Senior Project Engineer,22,171468.0
36,0,2,Full Stack Engineer,13,147326.0
52,0,3,Software Engineer Manager,26,185982.0
31,1,1,Senior Software Engineer,7,108267.0
26,0,2,Full Stack Engineer,3,91397.0
30,1,2,Senior Project Engineer,5,100867.0
24,0,1,Back end Developer,2,64182.0
45,0,2,Senior Software Engineer,22,182506.0
33,1,2,Full Stack Engineer,9,136986.0
38,0,1,Front end Developer,11,136662.0
54,1,3,Software Engineer Manager,32,191510.0
42,0,2,Full Stack Engineer,19,177347.0
28,1,1,Senior Project Engineer,4,82944.0
48,0,3,Software Engineer Manager,23,188288.0
36,1,2,Senior Software Engineer,14,141090.0
43,0,1,Full Stack Engineer,19,152726.0
33,1,2,Back end Developer,9,124141.0
26,0,1,Front end Developer,3,67556.0
50,1,2,Senior Project Engineer,22,182768.0
41,0,3,Software Engineer Manager,15,148727.0
29,1,1,Full Stack Engineer,6,91903.0
38,0,2,Senior Software Engineer,14,147708.0
48,1,1,Senior Project Engineer,21,163209.0
31,0,2,Full Stack Engineer,8,120288.0
45,0,3,Software Engineer Manager,21,170226.0
35,1,2,Senior Software Engineer,11,134979.0
42,0,1,Back end Developer,16,137489.0
27,1,2,Full Stack Engineer,4,83577.0
33,0,1,Front end Developer,9,117904.0
36,1,2,Senior Project Engineer,11,134482.0
54,0,3,Software Engineer Manager,30,184660.0
30,1,1,Senior Software Engineer,5,100151.0
26,0,2,Full Stack Engineer,3,88678.0
45,1,3,Senior Project Engineer,21,181285.0
38,0,2,Software Engineer Manager,16,154990.0
31,1,1,Full Stack Engineer,7,108204.0
42,0,2,Senior Software Engineer,19,175684.0
28,1,1,Back end Developer,5,77766.0
48,0,3,Software Engineer Manager,24,192211.0
36,1,2,Full Stack Engineer,13,144647.0
43,0,1,Senior Project Engineer,20,162231.0
33,1,2,Front end Developer,9,121120.0
26,0,1,Full Stack Engineer,4,79652.0
50,1,2,Senior Software Engineer,21,177002.0
27,0,2,Back end Developer,5,87584.0
38,1,1,Senior Project Engineer,13,131860.0
54,0,3,Software Engineer Manager,28,182013.0
31,1,2,Full Stack Engineer,7,108799.0
36,0,1,Senior Software Engineer,13,135378.0
45,1,2,Software Engineer Manager,22,183530.0
42,0,1,Back end Developer,18,150901.0
28,1,2,Full Stack Engineer,4,82697.0
48,0,3,Senior Software Engineer,26,194638.0
36,1,2,Senior Project Engineer,12,130356.0
43,0,1,Full Stack Engineer,18,152560.0
33,1,2,Front end Developer,9,121432.0
26,0,1,Back end Developer,2,63789.0
50,1,2,Senior Software Engineer,23,183690.0
41,0,3,Software Engineer Manager,16,151310.0
29,1,1,Full Stack Engineer,6,100358.0
38,0,2,Senior Software Engineer,15,148437.0
48,1,1,Senior Project Engineer,22,168691.0
28,0,1,Software Developer,1,50000.0
32,1,2,Product Manager,5,100000.0
26,0,1,Software Engineer,2,60000.0
33,1,2,Data Analyst,6,90000.0
29,0,1,Front End Developer,3,70000.0
42,0,3,Director of Data Science,12,170000.0
36,1,2,Data Scientist,8,130000.0
27,0,1,Software Developer,1,50000.0
34,1,2,Product Manager,7,120000.0
29,0,1,Software Engineer,4,80000.0
41,1,3,Senior Data Scientist,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Director of Data Science,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
30,1,1,Software Engineer,4,80000.0
29,0,1,Front End Developer,3,70000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
28,0,2,Web Developer,5,80000.0
30,1,1,Junior HR Coordinator,4,60000.0
25,0,1,Junior Web Developer,2,50000.0
45,1,2,Senior Human Resources Manager,18,160000.0
33,0,3,Director of HR,9,120000.0
22,1,0,Junior HR Generalist,0,40000.0
36,0,1,Web Developer,10,100000.0
29,1,2,Senior HR Generalist,4,75000.0
42,0,3,Director of HR,16,140000.0
27,1,1,Junior HR Coordinator,2,50000.0
38,0,2,Senior Human Resources Manager,11,110000.0
24,1,1,Web Developer,1,45000.0
31,0,0,Junior Web Developer,4,55000.0
39,1,3,Director of HR,13,130000.0
26,0,1,Junior HR Generalist,2,50000.0
32,1,2,Senior HR Generalist,7,80000.0
32,0,1,Junior Web Developer,2,45000.0
24,1,0,Junior HR Generalist,1,32000.0
45,0,3,Senior Human Resources Manager,12,120000.0
29,1,2,Web Developer,4,65000.0
38,0,1,Senior HR Generalist,8,95000.0
27,1,2,Director of HR,5,80000.0
31,1,0,Junior HR Coordinator,3,38000.0
42,0,2,Web Developer,10,110000.0
26,1,1,Junior Web Developer,2,45000.0
36,0,2,Senior HR Generalist,7,89000.0
28,0,0,Junior HR Generalist,1,32000.0
33,1,1,Web Developer,5,70000.0
46,0,3,Director of HR,15,150000.0
25,1,1,Junior Web Developer,1,40000.0
37,1,2,Senior Human Resources Manager,9,105000.0
30,0,2,Web Developer,4,65000.0
43,1,3,Director of HR,14,140000.0
34,0,1,Junior Web Developer,3,50000.0
26,1,0,Junior HR Generalist,2,35000.0
41,0,2,Senior HR Generalist,11,115000.0
29,1,2,Web Developer,5,70000.0
35,0,1,Web Developer,6,80000.0
27,1,0,Junior HR Coordinator,1,30000.0
40,0,3,Director of HR,13,135000.0
23,1,1,Junior Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Senior Human Resources Manager,12,120000.0
28,0,2,Web Developer,3,55000.0
32,1,1,Junior Web Developer,2,45000.0
45,0,2,Director of HR,14,140000.0
26,1,1,Web Developer,3,55000.0
38,0,3,Senior Human Resources Manager,11,115000.0
27,1,2,Senior HR Generalist,4,70000.0
33,0,0,Junior HR Coordinator,3,38000.0
42,1,2,Director of HR,13,135000.0
29,0,1,Junior Web Developer,2,45000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Generalist,1,32000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Web Developer,4,65000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,12,120000.0
24,1,1,Junior Web Developer,1,40000.0
39,0,2,Senior HR Generalist,9,95000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,14,140000.0
28,0,1,Web Developer,3,55000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,13,135000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
32,0,1,Junior Web Developer,2,45000.0
24,1,0,Junior HR Generalist,1,32000.0
45,0,3,Senior Human Resources Manager,12,120000.0
29,1,2,Web Developer,4,65000.0
38,0,1,Senior HR Generalist,8,95000.0
27,1,2,Director of HR,5,80000.0
31,1,0,Junior HR Coordinator,3,38000.0
42,0,2,Web Developer,10,110000.0
26,1,1,Junior Web Developer,2,45000.0
36,0,2,Senior HR Generalist,7,89000.0
28,0,0,Junior HR Generalist,1,32000.0
33,1,1,Web Developer,5,70000.0
46,0,3,Director of HR,15,150000.0
25,1,1,Junior Web Developer,1,40000.0
37,1,2,Senior Human Resources Manager,9,105000.0
30,0,2,Web Developer,4,65000.0
43,1,3,Director of HR,14,140000.0
34,0,1,Junior Web Developer,3,50000.0
26,1,0,Junior HR Generalist,2,35000.0
41,0,2,Senior HR Generalist,11,115000.0
29,1,2,Web Developer,5,70000.0
35,0,1,Web Developer,6,80000.0
27,1,0,Junior HR Coordinator,1,30000.0
40,0,3,Director of HR,13,135000.0
23,1,1,Junior Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Senior Human Resources Manager,12,120000.0
28,0,2,Web Developer,3,55000.0
32,1,1,Junior Web Developer,2,45000.0
45,0,2,Director of HR,14,140000.0
26,1,1,Web Developer,3,55000.0
38,0,3,Senior Human Resources Manager,11,115000.0
27,1,2,Senior HR Generalist,4,70000.0
33,0,0,Junior HR Coordinator,3,38000.0
42,1,2,Director of HR,13,135000.0
29,0,1,Junior Web Developer,2,45000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Generalist,1,32000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Web Developer,4,65000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,12,120000.0
24,1,1,Junior Web Developer,1,40000.0
39,0,2,Senior HR Generalist,9,95000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,14,140000.0
28,0,1,Web Developer,3,55000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,13,135000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
24,1,1,Web Developer,1,40000.0
39,0,2,Senior HR Generalist,10,105000.0
31,0,0,Junior HR Generalist,2,35000.0
44,1,3,Director of HR,13,135000.0
28,0,1,Web Developer,4,65000.0
32,1,2,Senior Human Resources Manager,6,80000.0
45,0,3,Director of HR,14,140000.0
26,1,1,Junior Web Developer,2,45000.0
38,0,2,Senior HR Generalist,8,95000.0
27,1,0,Junior HR Generalist,1,32000.0
33,0,1,Web Developer,5,70000.0
42,1,2,Director of HR,12,120000.0
29,0,2,Senior Human Resources Manager,4,70000.0
36,1,2,Web Developer,7,85000.0
30,0,0,Junior HR Coordinator,2,33000.0
43,1,3,Senior Human Resources Manager,15,150000.0
34,0,1,Junior Web Developer,3,50000.0
25,1,2,Junior HR Generalist,1,32000.0
37,0,3,Director of HR,11,115000.0
28,0,1,Software Engineer,3,60000.0
37,1,2,Marketing Manager,9,100000.0
43,0,3,Data Scientist,15,150000.0
31,1,1,Human Resources Coordinator,4,55000.0
24,0,0,Junior Sales Associate,1,30000.0
29,1,2,Software Developer,5,70000.0
35,0,1,Operations Manager,8,90000.0
26,1,2,Marketing Coordinator,2,40000.0
42,0,3,Data Scientist,12,130000.0
34,1,1,Human Resources Manager,6,75000.0
27,0,0,Junior Sales Associate,2,35000.0
38,1,2,Marketing Manager,10,110000.0
30,0,1,Software Engineer,4,65000.0
45,0,3,Data Scientist,18,180000.0
25,1,1,Junior Software Developer,1,35000.0
40,1,2,Human Resources Manager,11,120000.0
33,0,1,Operations Manager,6,75000.0
29,1,0,Junior Sales Associate,1,30000.0
44,0,3,Data Scientist,16,160000.0
26,0,1,Software Developer,3,60000.0
36,1,2,Marketing Coordinator,8,85000.0
31,0,1,Operations Manager,5,70000.0
27,1,2,Human Resources Coordinator,3,50000.0
42,0,3,Data Scientist,13,140000.0
34,1,1,Human Resources Manager,6,75000.0
28,0,0,Junior Sales Associate,2,35000.0
39,1,2,Marketing Manager,10,110000.0
31,0,1,Software Engineer,4,65000.0
45,0,3,Data Scientist,18,180000.0
25,1,1,Junior Software Developer,1,35000.0
40,1,2,Human Resources Manager,11,120000.0
33,0,1,Operations Manager,6,75000.0
29,1,0,Junior Sales Associate,1,30000.0
44,0,3,Data Scientist,16,160000.0
26,0,1,Software Developer,3,60000.0
36,1,2,Marketing Coordinator,8,85000.0
31,0,1,Operations Manager,5,70000.0
27,1,2,Human Resources Coordinator,3,50000.0
42,0,3,Data Scientist,13,140000.0
34,1,1,Human Resources Manager,6,75000.0
28,0,0,Junior Sales Associate,2,35000.0
39,1,2,Marketing Manager,10,110000.0
31,0,1,Software Engineer,4,65000.0
45,0,3,Data Scientist,18,180000.0
25,1,1,Junior Software Developer,1,35000.0
40,1,2,Human Resources Manager,11,120000.0
33,0,1,Operations Manager,6,75000.0
29,1,0,Junior Sales Associate,1,30000.0
44,0,3,Data Scientist,16,160000.0
26,0,1,Software Developer,3,60000.0
36,1,2,Marketing Coordinator,8,85000.0
31,0,1,Operations Manager,5,70000.0
27,1,2,Human Resources Coordinator,3,50000.0
42,0,3,Data Scientist,13,140000.0
34,1,1,Human Resources Manager,6,75000.0
28,0,0,Junior Sales Associate,2,35000.0
39,1,2,Marketing Manager,10,110000.0
31,0,1,Software Engineer,4,65000.0
45,0,3,Data Scientist,18,180000.0
25,1,1,Junior Software Developer,1,35000.0
40,1,2,Human Resources Manager,11,120000.0
33,0,1,Operations Manager,6,75000.0
29,1,0,Junior Sales Associate,1,30000.0
44,0,3,Data Scientist,16,160000.0
26,0,1,Software Developer,3,60000.0
36,1,2,Marketing Coordinator,8,85000.0
31,0,1,Operations Manager,5,70000.0
27,1,2,Human Resources Coordinator,3,50000.0
42,0,3,Data Scientist,13,140000.0
34,1,1,Human Resources Manager,6,75000.0
28,0,0,Junior Sales Associate,2,35000.0
39,1,2,Marketing Manager,10,110000.0
31,0,1,Software Engineer,4,65000.0
45,0,3,Data Scientist,18,180000.0
25,1,1,Junior Software Developer,1,35000.0
40,1,2,Human Resources Manager,11,120000.0
33,0,1,Operations Manager,6,75000.0
29,1,0,Junior Sales Associate,1,30000.0
44,0,3,Data Scientist,16,160000.0
26,0,1,Software Developer,3,60000.0
36,1,2,Marketing Coordinator,8,85000.0
31,0,1,Operations Manager,5,70000.0
27,1,2,Human Resources Coordinator,3,50000.0
42,0,3,Data Scientist,13,140000.0
34,1,1,Human Resources Manager,6,75000.0
28,0,0,Junior Sales Associate,2,35000.0
